time,gFx,gFy,gFz,TgF
11.051124736,0.4776,-0.1949,0.6501,0.830
11.052955309,0.4174,-0.1992,0.6281,0.780
11.056649007,0.3550,-0.1952,0.5959,0.721
11.058191298,0.2930,-0.1809,0.5630,0.660
11.062804944,0.2375,-0.1649,0.5301,0.604
11.063429684,0.1935,-0.1481,0.5090,0.564
11.066912132,0.1609,-0.1307,0.5053,0.546
11.068012079,0.1361,-0.1127,0.5139,0.543
11.072393902,0.1178,-0.0987,0.5400,0.561
11.07298109,0.1092,-0.0841,0.5817,0.598
11.075980048,0.1016,-0.0725,0.6354,0.648
11.077199684,0.0918,-0.0588,0.7049,0.713
11.08005859,0.0812,-0.0494,0.7865,0.792
11.085904632,0.0664,-0.0404,0.8741,0.878
11.087095152,0.0444,-0.0306,0.9645,0.966
11.08743609,0.0176,-0.0211,1.0540,1.054
11.097268225,-0.0128,-0.0184,1.1288,1.129
11.097929423,-0.0422,-0.0221,1.1918,1.193
11.09826109,-0.0710,-0.0305,1.2404,1.243
11.09856234,-0.0894,-0.0475,1.2706,1.275
11.100446246,-0.0972,-0.0651,1.2920,1.297
11.104581975,-0.0968,-0.0833,1.3026,1.309
11.105453121,-0.0890,-0.0959,1.3038,1.310
11.106830204,-0.0796,-0.0975,1.2940,1.300
11.109123434,-0.0738,-0.0868,1.2810,1.286
11.111682652,-0.0710,-0.0655,1.2705,1.274
11.11379885,-0.0690,-0.0345,1.2612,1.264
11.116497444,-0.0662,0.0020,1.2504,1.252
11.119218486,-0.0625,0.0444,1.2438,1.246
11.121310934,-0.0514,0.0803,1.2443,1.248
11.123655257,-0.0355,0.1062,1.2464,1.251
11.126666402,-0.0133,0.1129,1.2464,1.252
11.129965569,0.0115,0.0947,1.2364,1.240
11.130938746,0.0400,0.0606,1.2197,1.222
11.133967861,0.0661,0.0215,1.2051,1.207
11.138400829,0.0815,-0.0124,1.1908,1.194
11.139013746,0.0946,-0.0369,1.1774,1.182
11.1427026,0.1042,-0.0535,1.1648,1.171
11.145149267,0.1085,-0.0656,1.1517,1.159
11.146486038,0.1011,-0.0713,1.1375,1.144
11.150559007,0.0892,-0.0724,1.1138,1.120
11.151345517,0.0715,-0.0676,1.0821,1.087
11.153380882,0.0546,-0.0696,1.0494,1.053
11.157108486,0.0429,-0.0678,1.0197,1.023
11.160917392,0.0345,-0.0659,0.9919,0.995
11.161701038,0.0291,-0.0620,0.9617,0.964
11.163283121,0.0293,-0.0613,0.9351,0.938
11.168248121,0.0304,-0.0573,0.9105,0.913
11.169201663,0.0322,-0.0553,0.8912,0.893
11.170754579,0.0329,-0.0554,0.8724,0.875
11.17397734,0.0302,-0.0579,0.8569,0.859
11.176918954,0.0270,-0.0593,0.8447,0.847
11.179861402,0.0247,-0.0620,0.8378,0.840
11.184511923,0.0234,-0.0670,0.8332,0.836
11.185475777,0.0212,-0.0723,0.8298,0.833
11.186813121,0.0204,-0.0766,0.8261,0.830
11.189085361,0.0218,-0.0764,0.8260,0.830
11.191427236,0.0225,-0.0717,0.8322,0.836
11.192453642,0.0235,-0.0625,0.8389,0.842
11.195942965,0.0235,-0.0486,0.8478,0.850
11.204534527,0.0239,-0.0343,0.8587,0.860
11.206585517,0.0253,-0.0193,0.8706,0.871
11.207544684,0.0272,-0.0099,0.8849,0.885
11.208654579,0.0282,-0.0046,0.8987,0.899
11.209741454,0.0294,-0.0027,0.9182,0.919
11.210524475,0.0335,-0.0060,0.9374,0.938
11.217408434,0.0340,-0.0078,0.9627,0.963
11.21819359,0.0313,-0.0160,0.9886,0.989
11.2188476,0.0354,-0.0270,1.0164,1.017
11.21932109,0.0437,-0.0331,1.0488,1.050
11.232682704,0.0435,-0.0410,1.0799,1.082
11.233505934,0.0391,-0.0477,1.1095,1.111
11.233789684,0.0355,-0.0516,1.1353,1.137
11.234064423,0.0343,-0.0564,1.1575,1.159
11.234335569,0.0336,-0.0601,1.1748,1.177
11.234602027,0.0349,-0.0615,1.1902,1.192
11.237241819,0.0338,-0.0611,1.1972,1.199
11.238493434,0.0317,-0.0611,1.1969,1.199
11.240698069,0.0319,-0.0623,1.1890,1.191
11.243805048,0.0327,-0.0587,1.1800,1.182
11.245883746,0.0340,-0.0562,1.1614,1.163
11.249419736,0.0351,-0.0537,1.1387,1.140
11.250656038,0.0334,-0.0565,1.1146,1.117
11.253170309,0.0349,-0.0535,1.0887,1.091
11.256050829,0.0346,-0.0515,1.0638,1.066
11.258977027,0.0362,-0.0520,1.0399,1.042
11.261021506,0.0358,-0.0529,1.0147,1.017
11.263662184,0.0387,-0.0513,0.9936,0.996
11.266968902,0.0390,-0.0496,0.9750,0.977
11.26877359,0.0404,-0.0463,0.9551,0.957
11.274704736,0.0377,-0.0410,0.9401,0.942
11.278253381,0.0368,-0.0377,0.9236,0.925
11.278844736,0.0345,-0.0332,0.9104,0.912
11.279145152,0.0338,-0.0303,0.9012,0.902
11.280804892,0.0315,-0.0256,0.8917,0.893
11.28624234,0.0334,-0.0248,0.8856,0.887
11.286768954,0.0361,-0.0272,0.8818,0.883
11.287720829,0.0357,-0.0275,0.8830,0.884
11.293319892,0.0374,-0.0286,0.8862,0.887
11.293879527,0.0373,-0.0337,0.8903,0.892
11.294945777,0.0372,-0.0377,0.8996,0.901
11.297267496,0.0385,-0.0410,0.9128,0.915
11.302820256,0.0394,-0.0464,0.9313,0.933
11.303857184,0.0400,-0.0463,0.9485,0.950
11.304226559,0.0424,-0.0504,0.9678,0.970
11.323162809,0.0448,-0.0543,0.9877,0.990
11.324106038,0.0455,-0.0541,1.0069,1.009
11.324428434,0.0423,-0.0553,1.0253,1.028
11.324743642,0.0438,-0.0541,1.0357,1.038
11.325067756,0.0452,-0.0520,1.0471,1.049
11.32536885,0.0479,-0.0508,1.0578,1.060
11.32567885,0.0523,-0.0497,1.0640,1.066
11.325965309,0.0540,-0.0476,1.0692,1.072
11.326255725,0.0557,-0.0469,1.0701,1.073
11.329353746,0.0589,-0.0444,1.0690,1.072
11.331024788,0.0593,-0.0415,1.0676,1.070
11.333837652,0.0559,-0.0394,1.0625,1.065
11.337056454,0.0509,-0.0408,1.0557,1.058
11.338343173,0.0495,-0.0375,1.0498,1.052
11.341513538,0.0489,-0.0330,1.0445,1.046
11.342656559,0.0471,-0.0324,1.0427,1.044
11.345269944,0.0454,-0.0298,1.0435,1.045
11.348085621,0.0468,-0.0300,1.0417,1.043
11.350742496,0.0465,-0.0311,1.0432,1.045
11.353069215,0.0460,-0.0327,1.0432,1.045
11.355801819,0.0415,-0.0337,1.0386,1.040
11.358839059,0.0390,-0.0360,1.0364,1.038
11.36108135,0.0380,-0.0400,1.0314,1.033
11.363535986,0.0368,-0.0414,1.0275,1.029
11.367137496,0.0355,-0.0397,1.0207,1.022
11.367911402,0.0357,-0.0398,1.0149,1.016
11.369932392,0.0374,-0.0397,1.0068,1.008
11.373222288,0.0400,-0.0407,0.9998,1.001
11.374995517,0.0444,-0.0389,0.9910,0.993
11.377388329,0.0451,-0.0399,0.9817,0.984
11.380869319,0.0451,-0.0383,0.9716,0.973
11.383254058,0.0433,-0.0394,0.9640,0.966
11.385575881,0.0438,-0.0374,0.9581,0.960
11.387342704,0.0441,-0.0343,0.9561,0.958
11.389671715,0.0461,-0.0352,0.9534,0.955
11.393515621,0.0498,-0.0361,0.9493,0.951
11.395061558,0.0522,-0.0376,0.9519,0.954
11.397805933,0.0553,-0.0349,0.9545,0.957
11.40061135,0.0533,-0.0343,0.9586,0.961
11.402500569,0.0521,-0.0370,0.9612,0.963
11.405548225,0.0507,-0.0383,0.9657,0.968
11.407348954,0.0510,-0.0372,0.9722,0.974
11.410138225,0.0522,-0.0376,0.9802,0.982
11.41131359,0.0511,-0.0367,0.9879,0.990
11.413991975,0.0505,-0.0380,0.9930,0.995
11.420570517,0.0483,-0.0372,1.0016,1.003
11.421438381,0.0449,-0.0350,1.0109,1.013
11.421740465,0.0430,-0.0359,1.0193,1.021
11.424369111,0.0418,-0.0374,1.0268,1.028
11.427204319,0.0387,-0.0386,1.0336,1.035
11.428746246,0.0389,-0.0360,1.0423,1.044
11.431411923,0.0373,-0.0354,1.0466,1.048
11.458574631,0.0344,-0.0358,1.0509,1.052
11.459825308,0.0333,-0.0349,1.0542,1.055
11.460345986,0.0358,-0.0372,1.0544,1.056
11.460703017,0.0356,-0.0356,1.0550,1.056
11.461717288,0.0352,-0.0355,1.0531,1.054
11.462109892,0.0324,-0.0365,1.0496,1.051
11.462467965,0.0328,-0.0369,1.0439,1.045
11.462798017,0.0332,-0.0354,1.0392,1.040
11.463137965,0.0369,-0.0353,1.0323,1.034
11.463432704,0.0363,-0.0341,1.0265,1.028
11.463820777,0.0363,-0.0345,1.0189,1.020
11.464089527,0.0382,-0.0341,1.0141,1.015
11.464360725,0.0387,-0.0347,1.0104,1.012
11.468961142,0.0376,-0.0371,1.0050,1.006
11.472830725,0.0369,-0.0394,0.9982,1.000
11.474181558,0.0385,-0.0410,0.9942,0.996
11.477007913,0.0378,-0.0416,0.9914,0.993
11.477626767,0.0368,-0.0436,0.9876,0.989
11.477995413,0.0355,-0.0448,0.9840,0.986
11.480192704,0.0362,-0.0457,0.9829,0.985
11.482749006,0.0333,-0.0483,0.9817,0.983
11.486269527,0.0358,-0.0452,0.9811,0.983
11.487037652,0.0339,-0.0464,0.9801,0.982
11.489095048,0.0332,-0.0466,0.9806,0.982
11.492546194,0.0317,-0.0469,0.9826,0.984
11.494194006,0.0290,-0.0479,0.9833,0.985
11.498175204,0.0291,-0.0450,0.9868,0.988
11.498492131,0.0294,-0.0457,0.9866,0.988
11.502289006,0.0304,-0.0452,0.9930,0.994
11.50394109,0.0297,-0.0468,0.9961,0.998
11.507301558,0.0284,-0.0448,0.9977,0.999
11.508722496,0.0279,-0.0438,0.9996,1.001
11.511784058,0.0274,-0.0430,1.0015,1.003
11.514187913,0.0296,-0.0438,1.0049,1.006
11.519935933,0.0302,-0.0436,1.0024,1.004
11.5209051,0.0334,-0.0443,1.0055,1.007
11.521259683,0.0334,-0.0427,1.0065,1.008
11.52413734,0.0335,-0.0427,1.0085,1.010
11.525102392,0.0339,-0.0392,1.0091,1.010
11.527875517,0.0338,-0.0399,1.0070,1.008
11.530768538,0.0352,-0.0377,1.0087,1.010
11.541686194,0.0377,-0.0399,1.0113,1.013
11.542612444,0.0390,-0.0377,1.0152,1.017
11.542963798,0.0398,-0.0369,1.0155,1.017
11.543280413,0.0391,-0.0376,1.0176,1.019
11.543647756,0.0404,-0.0394,1.0201,1.022
11.545773694,0.0388,-0.0400,1.0207,1.022
11.54719359,0.0389,-0.0400,1.0192,1.021
11.55126109,0.0389,-0.0385,1.0192,1.021
11.55217359,0.0421,-0.0413,1.0186,1.020
11.555442808,0.0413,-0.0404,1.0185,1.020
11.557222131,0.0426,-0.0404,1.0180,1.020
11.559538329,0.0422,-0.0400,1.0153,1.017
11.56223984,0.0404,-0.0392,1.0125,1.014
11.565671611,0.0413,-0.0405,1.0085,1.010
11.566876611,0.0416,-0.0391,1.0071,1.009
11.569313433,0.0411,-0.0388,1.0014,1.003
11.572251038,0.0445,-0.0388,0.9992,1.001
11.574299996,0.0476,-0.0382,0.9964,0.998
11.577490152,0.0448,-0.0365,0.9945,0.996
11.580793381,0.0438,-0.0375,0.9903,0.992
11.583486663,0.0382,-0.0355,0.9865,0.988
11.58478234,0.0360,-0.0360,0.9831,0.984
11.587181611,0.0387,-0.0360,0.9811,0.983
11.589247756,0.0435,-0.0348,0.9812,0.983
11.593648017,0.0450,-0.0341,0.9812,0.983
11.593998746,0.0437,-0.0300,0.9784,0.980
11.599202496,0.0368,-0.0305,0.9745,0.976
11.599950777,0.0340,-0.0305,0.9711,0.972
11.602000777,0.0296,-0.0348,0.9699,0.971
11.603905777,0.0284,-0.0377,0.9669,0.968
11.607000621,0.0324,-0.0383,0.9673,0.969
11.609299579,0.0347,-0.0388,0.9721,0.973
11.611098069,0.0378,-0.0374,0.9761,0.978
11.614899215,0.0360,-0.0347,0.9772,0.978
11.617728642,0.0389,-0.0353,0.9824,0.984
11.618502235,0.0415,-0.0359,0.9855,0.987
11.620462079,0.0427,-0.0376,0.9899,0.992
11.623401871,0.0459,-0.0397,0.9922,0.994
11.625673433,0.0489,-0.0408,0.9939,0.996
11.627995204,0.0461,-0.0415,0.9955,0.997
11.630261819,0.0450,-0.0444,0.9953,0.997
11.636037965,0.0511,-0.0446,0.9977,1.000
11.637031038,0.0571,-0.0444,1.0047,1.007
11.63975484,0.0569,-0.0461,1.0092,1.012
11.640715569,0.0559,-0.0459,1.0092,1.012
11.642986246,0.0560,-0.0452,1.0126,1.015
11.645302131,0.0515,-0.0466,1.0147,1.017
11.670428642,0.0522,-0.0463,1.0168,1.019
11.671354006,0.0527,-0.0463,1.0215,1.024
11.671749788,0.0565,-0.0479,1.0298,1.033
11.672094423,0.0573,-0.0469,1.0345,1.037
11.672428121,0.0567,-0.0446,1.0388,1.041
11.672731402,0.0586,-0.0449,1.0421,1.045
11.673043746,0.0538,-0.0419,1.0419,1.044
11.673342965,0.0476,-0.0404,1.0384,1.040
11.673645621,0.0477,-0.0405,1.0378,1.040
11.673935985,0.0455,-0.0394,1.0378,1.040
11.674241975,0.0445,-0.0404,1.0350,1.037
11.674513017,0.0518,-0.0397,1.0361,1.038
11.678345881,0.0476,-0.0392,1.0358,1.038
11.68013734,0.0400,-0.0353,1.0284,1.030
11.683457079,0.0385,-0.0355,1.0228,1.024
11.68427984,0.0435,-0.0372,1.0215,1.023
11.686677704,0.0434,-0.0371,1.0180,1.020
11.689135048,0.0441,-0.0385,1.0141,1.016
11.691998069,0.0470,-0.0377,1.0103,1.012
11.695109944,0.0470,-0.0391,1.0074,1.009
11.698729683,0.0524,-0.0397,1.0030,1.005
11.699791506,0.0471,-0.0398,0.9964,0.998
11.702272183,0.0463,-0.0399,0.9914,0.993
11.705302235,0.0514,-0.0392,0.9897,0.992
11.707771454,0.0545,-0.0421,0.9867,0.989
11.710745881,0.0544,-0.0426,0.9860,0.988
11.711323433,0.0474,-0.0433,0.9818,0.984
11.7135001,0.0509,-0.0424,0.9802,0.982
11.716642756,0.0569,-0.0459,0.9823,0.985
11.718407235,0.0609,-0.0505,0.9810,0.984
11.721534735,0.0675,-0.0552,0.9832,0.987
11.723522079,0.0766,-0.0576,0.9872,0.992
11.72609411,0.0815,-0.0599,0.9872,0.992
11.729221298,0.0893,-0.0624,0.9877,0.994
11.731258225,0.0937,-0.0614,0.9872,0.994
11.738464579,0.0897,-0.0617,0.9846,0.991
11.739487808,0.0859,-0.0609,0.9827,0.988
11.739961871,0.0836,-0.0590,0.9820,0.987
11.741497183,0.0825,-0.0597,0.9884,0.994
11.741800621,0.0744,-0.0597,0.9931,0.998
11.744895621,0.0616,-0.0563,0.9967,1.000
11.747722235,0.0483,-0.0534,1.0058,1.008
11.757839215,0.0373,-0.0519,1.0064,1.008
11.75882635,0.0304,-0.0497,1.0085,1.010
11.759190829,0.0269,-0.0392,1.0112,1.012
11.759534683,0.0156,-0.0276,1.0032,1.004
11.759975673,-0.0014,-0.0243,0.9921,0.992
11.763030933,-0.0129,-0.0184,0.9774,0.978
11.766410673,-0.0184,-0.0111,0.9591,0.959
11.767462704,-0.0164,-0.0056,0.9337,0.934
11.769774215,-0.0059,-0.0022,0.9097,0.910
11.7718301,-0.0025,-0.0056,0.8960,0.896
11.773731767,-0.0031,-0.0111,0.8940,0.894
11.777509944,-0.0068,-0.0178,0.9095,0.910
11.778948538,-0.0122,-0.0297,0.9387,0.939
11.78176036,-0.0130,-0.0463,0.9782,0.979
11.78486411,-0.0050,-0.0573,1.0204,1.022
11.786464006,0.0037,-0.0646,1.0571,1.059
11.78923286,0.0302,-0.0725,1.0884,1.091
11.790914788,0.0647,-0.0791,1.1100,1.115
11.79327911,0.0740,-0.0745,1.1221,1.127
11.79577734,0.0709,-0.0729,1.1169,1.122
11.799326142,0.0621,-0.0709,1.0967,1.101
11.80248234,0.0588,-0.0719,1.0688,1.073
11.803407444,0.0534,-0.0717,1.0408,1.045
11.807075413,0.0481,-0.0673,1.0200,1.023
11.810156142,0.0398,-0.0602,1.0129,1.015
11.810743069,0.0377,-0.0523,1.0085,1.011
11.813980465,0.0362,-0.0446,1.0125,1.014
11.816937808,0.0355,-0.0376,1.0215,1.023
11.81824734,0.0327,-0.0367,1.0297,1.031
11.820796558,0.0305,-0.0369,1.0392,1.040
11.82329286,0.0235,-0.0381,1.0505,1.051
11.825481037,0.0145,-0.0443,1.0664,1.067
11.827777704,-0.0815,-0.0339,1.2000,1.203
11.83551036,-0.2815,-0.0020,1.3799,1.408
11.836534319,-0.4587,0.0389,1.5004,1.569
11.83692359,-0.5005,0.0435,1.6418,1.717
11.837221142,-0.5171,0.0350,1.8022,1.875
11.840248225,-0.5808,0.0497,1.9131,2.000
11.842495517,-0.7040,0.0914,1.9871,2.110
11.844500048,-0.8712,0.1644,2.0273,2.213
11.846954892,-0.9645,0.2111,1.8854,2.128
11.85293385,-0.8803,0.1742,1.5028,1.750
11.853499527,-0.7590,0.1152,1.1162,1.355
11.854391298,-0.6321,0.0532,0.7752,1.002
11.856932496,-0.4961,0.0052,0.5430,0.736
11.859550725,-0.3703,-0.0265,0.4351,0.572
11.861313121,-0.2602,-0.0560,0.4115,0.490
11.865243537,-0.1714,-0.0904,0.4295,0.471
11.866758225,-0.1184,-0.1188,0.4815,0.510
11.870306454,-0.0879,-0.1524,0.5232,0.552
11.871463329,-0.0644,-0.1874,0.5498,0.584
11.873783225,-0.0410,-0.2223,0.5816,0.624
11.876384371,-0.0103,-0.2570,0.6037,0.656
11.879749996,0.0202,-0.2862,0.6263,0.689
11.882354892,0.0527,-0.3057,0.6481,0.719
11.886129527,0.0907,-0.3210,0.6710,0.749
11.886696767,0.1226,-0.3279,0.6806,0.765
11.88921135,0.1250,-0.3278,0.6340,0.725
11.890670725,0.1232,-0.3156,0.5877,0.678
11.89365109,0.1261,-0.2951,0.5697,0.654
11.896050569,0.1621,-0.2876,0.6258,0.708
11.898616298,0.2171,-0.2830,0.7606,0.840
11.900474631,0.2740,-0.2709,0.9374,1.013
11.902774735,0.3031,-0.2499,1.0967,1.165
11.905319944,0.3114,-0.2220,1.2167,1.275
11.908175308,0.3014,-0.1876,1.3032,1.351
11.910735412,0.2768,-0.1514,1.3399,1.377
11.913664267,0.2539,-0.1152,1.3468,1.375
11.916406298,0.2559,-0.0850,1.3300,1.357
11.917967652,0.2724,-0.0541,1.2873,1.317
11.920929787,0.2964,-0.0286,1.2416,1.277
11.922353433,0.3200,-0.0074,1.1956,1.238
11.925618069,0.3391,0.0163,1.1657,1.214
11.927688902,0.3573,0.0334,1.1175,1.174
11.929715673,0.3779,0.0500,1.0871,1.152
11.932576246,0.3748,0.0714,1.0798,1.145
11.934884215,0.3630,0.0914,1.0942,1.156
11.93737609,0.3248,0.1157,1.1318,1.183
11.940023381,0.2601,0.1460,1.1820,1.219
11.942386558,0.2023,0.1687,1.2330,1.261
11.944330308,0.1643,0.1789,1.2928,1.315
11.947100308,0.1515,0.1782,1.3467,1.367
11.952046037,0.1078,0.1780,1.3763,1.392
11.953016506,0.0697,0.1663,1.3882,1.400
11.954694058,0.0495,0.1333,1.3863,1.394
11.957207444,0.0479,0.0877,1.3792,1.383
11.959311767,0.0603,0.0317,1.3633,1.365
11.962047704,0.0951,-0.0380,1.3385,1.342
11.977242392,0.1354,-0.1087,1.3193,1.331
11.977941715,0.1708,-0.1793,1.3012,1.325
11.978142548,0.2051,-0.2504,1.2862,1.326
11.978321558,0.2369,-0.3157,1.2703,1.330
11.978495829,0.2593,-0.3722,1.2566,1.336
11.978692183,0.2710,-0.4165,1.2483,1.344
11.978863694,0.2870,-0.4595,1.2459,1.359
11.983733329,0.3009,-0.4933,1.2368,1.365
11.985680048,0.3090,-0.5175,1.2324,1.372
11.986573954,0.3213,-0.5362,1.2213,1.372
11.990052183,0.3229,-0.5467,1.2063,1.363
11.991827496,0.3262,-0.5525,1.1763,1.340
11.993883954,0.3336,-0.5529,1.1350,1.306
11.996242965,0.3342,-0.5510,1.1010,1.276
11.99843135,0.3214,-0.5372,1.0747,1.244
12.00082609,0.2867,-0.5124,1.0542,1.207
12.002778902,0.2453,-0.4771,1.0479,1.177
12.005016402,0.2154,-0.4413,1.0599,1.168
12.007466246,0.1832,-0.4037,1.0716,1.160
12.009875412,0.1454,-0.3557,1.0798,1.146
12.012946558,0.1075,-0.3080,1.0860,1.134
12.015475985,0.0763,-0.2664,1.0898,1.124
12.018439267,0.0438,-0.2228,1.0913,1.115
12.02021885,0.0148,-0.1839,1.0886,1.104
12.022750412,-0.0073,-0.1486,1.0807,1.091
12.024979579,-0.0301,-0.1165,1.0695,1.076
12.027422079,-0.0322,-0.0990,1.0559,1.061
12.02973109,-0.0353,-0.0830,1.0460,1.050
12.032511819,-0.0360,-0.0760,1.0419,1.045
12.034967704,-0.0355,-0.0697,1.0405,1.043
12.036927079,-0.0381,-0.0645,1.0460,1.049
12.039598642,-0.0455,-0.0586,1.0607,1.063
12.042108485,-0.0558,-0.0547,1.0618,1.065
12.044585777,-0.0212,-0.0662,1.0843,1.087
12.047028381,-0.0172,-0.0770,1.0923,1.095
12.052911402,-0.0145,-0.0875,1.0957,1.099
12.053948746,-0.0155,-0.0951,1.0875,1.092
12.054340777,-0.0168,-0.1018,1.0703,1.075
12.05666411,0.0025,-0.1177,1.0476,1.054
12.059048642,0.0429,-0.1387,1.0276,1.038
12.061773173,0.0713,-0.1556,1.0105,1.025
12.064489267,0.0834,-0.1634,1.0019,1.019
12.073429423,0.0847,-0.1627,0.9967,1.013
12.074383589,0.0814,-0.1561,0.9948,1.010
12.074753121,0.0736,-0.1474,0.9904,1.004
12.0751051,0.0652,-0.1345,0.9835,0.995
12.078463642,0.0589,-0.1244,0.9771,0.987
12.079008485,0.0528,-0.1183,0.9629,0.972
12.081533902,0.0483,-0.1126,0.9515,0.959
12.084421871,0.0187,-0.0993,0.9484,0.954
12.087104214,0.0141,-0.0893,0.9324,0.937
12.087996558,0.1224,-0.1155,0.9581,0.973
12.091979214,0.1670,-0.1280,0.9799,1.002
12.094161506,0.1631,-0.1231,0.9796,1.001
12.095490517,0.1580,-0.1144,0.9667,0.986
12.100004787,0.1634,-0.1027,0.9542,0.974
12.100972496,0.1703,-0.0918,0.9409,0.961
12.103959787,0.1725,-0.0778,0.9285,0.948
12.106030464,0.1637,-0.0590,0.9244,0.941
12.108159423,0.1618,-0.0341,0.9330,0.948
12.110968017,0.1603,-0.0184,0.9396,0.953
12.112444944,0.1544,-0.0148,0.9445,0.957
12.116846923,0.1515,-0.0078,0.9490,0.961
12.118172339,0.1536,-0.0084,0.9461,0.958
12.121430308,0.1576,-0.0094,0.9457,0.959
12.1226301,0.1623,-0.0083,0.9370,0.951
12.126042444,0.1731,-0.0151,0.9370,0.953
12.12859385,0.1788,-0.0177,0.9324,0.950
12.129880412,0.1839,-0.0155,0.9270,0.945
12.133533173,0.1890,-0.0155,0.9206,0.940
12.134431767,0.1902,-0.0161,0.9083,0.928
12.13741135,0.1959,-0.0090,0.8985,0.920
12.140121662,0.1985,0.0048,0.8991,0.921
12.141858902,0.2010,0.0113,0.8936,0.916
12.144716142,0.2025,0.0137,0.8908,0.914
12.146708902,0.2088,0.0111,0.9017,0.926
12.152048642,0.2105,0.0150,0.9265,0.950
12.1529576,0.2127,0.0430,0.9572,0.981
12.154297496,0.2171,0.0760,0.9866,1.013
12.15665536,0.2115,0.1147,1.0107,1.039
12.159325673,0.1972,0.1521,1.0297,1.059
12.161412912,0.1758,0.1918,1.0548,1.086
12.163973642,0.1555,0.2295,1.0842,1.119
12.168421454,0.1408,0.2628,1.1099,1.149
12.169326402,0.1332,0.2876,1.1174,1.161
12.171687027,0.1465,0.3119,1.1114,1.164
12.173516506,0.1769,0.3223,1.0788,1.140
12.176111975,0.2144,0.3259,1.0355,1.107
12.178523381,0.2517,0.3276,1.0060,1.088
12.180729579,0.2746,0.3257,0.9881,1.076
12.18313635,0.2853,0.3160,0.9765,1.065
12.185704683,0.2943,0.3038,0.9673,1.056
12.188675517,0.3027,0.2917,0.9616,1.049
12.190718173,0.3087,0.2871,0.9674,1.055
12.193264944,0.3147,0.2987,0.9705,1.063
12.195470048,0.3189,0.3089,0.9627,1.060
12.200278329,0.3233,0.3106,0.9404,1.042
12.201461506,0.3257,0.3108,0.9164,1.021
12.20352135,0.3394,0.3055,0.8841,0.995
12.206396662,0.3583,0.2818,0.8470,0.962
12.208589839,0.3740,0.2414,0.8206,0.934
12.210603589,0.3859,0.2002,0.8166,0.925
12.213332496,0.3943,0.1749,0.8409,0.945
12.21620536,0.3962,0.1643,0.8613,0.962
12.219289683,0.3897,0.1603,0.8653,0.962
12.220372652,0.3725,0.1448,0.8535,0.942
12.222984006,0.3542,0.1183,0.8323,0.912
12.225418173,0.3382,0.0970,0.8307,0.902
12.228317183,0.3240,0.0734,0.8437,0.907
12.230495673,0.3127,0.0535,0.8715,0.927
12.232768798,0.3054,0.0429,0.8862,0.938
12.235494214,0.3047,0.0380,0.8758,0.928
12.238239267,0.3032,0.0436,0.8703,0.923
12.240326037,0.3084,0.0627,0.8658,0.921
12.242878121,0.3169,0.0894,0.8547,0.916
12.245501714,0.3262,0.1133,0.8382,0.907
12.247849475,0.3327,0.1402,0.8204,0.896
12.253514944,0.3329,0.1647,0.8015,0.883
12.254283225,0.3219,0.1883,0.7919,0.875
12.255354058,0.3015,0.2176,0.8086,0.890
12.260280725,0.2710,0.2541,0.8298,0.909
12.264773173,0.2401,0.3047,0.8431,0.928
12.283271454,0.2083,0.3489,0.8422,0.935
12.284286923,0.1822,0.3848,0.8439,0.945
12.284649996,0.1559,0.4219,0.8562,0.967
12.284975308,0.1249,0.4554,0.8715,0.991
12.285286194,0.0794,0.4886,0.8990,1.026
12.285603329,0.0302,0.5272,0.9314,1.071
12.285901558,-0.0111,0.5631,0.9556,1.109
12.286189162,-0.0346,0.5978,0.9534,1.126
12.286479579,-0.0394,0.6150,0.9366,1.121
12.286772964,-0.0227,0.6191,0.9291,1.117
12.287091246,0.0052,0.6165,0.9151,1.103
12.290907652,0.0380,0.6028,0.8921,1.077
12.291190777,0.0796,0.5819,0.8757,1.054
12.29341885,0.1160,0.5625,0.8654,1.039
12.295396871,0.1502,0.5484,0.8624,1.033
12.299531246,0.1808,0.5418,0.8752,1.045
12.300297027,0.2048,0.5435,0.8850,1.059
12.302530777,0.2188,0.5398,0.8825,1.057
12.307156089,0.2266,0.5384,0.8684,1.047
12.307796089,0.2384,0.5446,0.8571,1.043
12.309689996,0.2537,0.5493,0.8400,1.035
12.312271246,0.2702,0.5505,0.8140,1.019
12.315908694,0.2840,0.5508,0.7847,1.000
12.317382131,0.3003,0.5532,0.7560,0.984
12.319697079,0.3184,0.5549,0.7253,0.967
12.321615673,0.3353,0.5613,0.6912,0.951
12.324495308,0.3472,0.5675,0.6540,0.933
12.327692235,0.3484,0.5724,0.6189,0.912
12.330048016,0.3396,0.5788,0.5982,0.899
12.332801402,0.3245,0.5839,0.5891,0.891
12.334085829,0.3060,0.5949,0.5937,0.894
12.337374683,0.2850,0.6048,0.6038,0.901
12.339360829,0.2619,0.6113,0.6140,0.905
12.342148694,0.2480,0.6150,0.6266,0.912
12.344544475,0.2295,0.6132,0.6404,0.916
12.346812131,0.2192,0.6075,0.6566,0.921
12.3526276,0.2128,0.5972,0.6726,0.924
12.35372286,0.2092,0.5887,0.6860,0.928
12.358291454,0.2014,0.5806,0.6956,0.928
12.393210256,0.1977,0.5766,0.7035,0.931
12.394220256,0.1904,0.5790,0.7114,0.937
12.394593277,0.1792,0.5804,0.7153,0.938
12.3949476,0.1701,0.5885,0.7157,0.942
